,Name,Main rating,Ranking on list,Price range,Price class,Number of reviews,Location,Distance from Kgs. Nytorv,Service,Type of food,Address,Good price,Food,Atmosphere,New Price class,Price Class Numeric,Reverse ranking on list,Full ranking
181,San Marco Junior,4.5,11.0,------16369.-5.029.,--$$-$$$------,122,"55.67917,12.5336",3173.0,4.5,Centraleuropæisk,"Falkoner Allé 10 Over for falkonersalen, Frederiksberg, København 2000 Danmark",4.0,4.0,,$$-$$$,2,-11.0,1704
8,Marv & Ben,4.5,10.0,------16208.-838.,--$$$$---,644,"55.677303,12.576991",540.0,5.0,Dansk,"Snaregade 4, København 1205 Danmark",4.5,5.0,,$$$$,3,-10.0,1705
191,Sale é Pepe,4.5,10.0,"------16,",--$$-$$$---------,97,"55.680313,12.521658",3920.0,4.5,Europæisk,"Ndr. Fasanvej 9, Frederiksberg, København 2000 Danmark",4.5,4.5,4.5,$$-$$$,2,-10.0,1706
83,Bowl Market Copenhagen,4.5,9.0,------1647.-80.,--$$-$$$---,113,"55.672024,12.555914",1981.0,4.5,Dansk,"Gasvaerksvej 3, København 1656 Danmark",4.5,5.0,,$$-$$$,2,-9.0,1707
21,Café Komplet,4.5,9.0,------1667.-201.,--$$-$$$------,350,"55.684692,12.588044",577.0,5.0,Dansk,"Store Kongensgade 65, København 1264 Danmark",4.5,5.0,,$$-$$$,2,-9.0,1708
16,Geranium,4.5,8.0,------161.261.-1.489.,--$$$$---,1.054,"55.7036,12.572",2736.0,4.5,Dansk,"Per Henrik Lings Alle 4, 8., København Danmark",4.5,5.0,4.5,$$$$,3,-8.0,1709
137,Mondän,4.5,8.0,------1694.-503.,--$$-$$$------,106,"55.686302,12.534584",3188.0,4.5,Dansk,"Godthåbsvej 26, Frederiksberg, København 2000 Danmark",4.5,4.5,,$$-$$$,2,-8.0,1710
111,La Vita e Bella,4.5,7.0,------16302.-402.,--$$-$$$---------,899,"55.684685,12.537774",2956.0,4.5,Europæisk,"Falkoner Alle 49, Frederiksberg, København 2000 Danmark",4.5,4.5,4.5,$$-$$$,2,-7.0,1711
32,Bastard Café,4.5,6.0,"------16,",--$------,242,"55.67645,12.574973",698.0,4.5,Café,"Rådhusstræde 13, København 1466 Danmark",4.5,4.0,,$,1,-6.0,1712
101,Ristorante Da Claudio,4.5,6.0,"------16,,",--$$-$$$---------,259,"55.686863,12.532243",3345.0,4.5,Europæisk,"Godthaabsvej 42, Frederiksberg, København 2000 Danmark",4.5,4.5,4.5,$$-$$$,2,-6.0,1713
105,Reinwald's,4.5,5.0,------1667.-248.,--$$-$$$------,175,"55.67887,12.547882",2280.0,4.5,Dansk,"H.C. Ørsteds Vej 28, Frederiksberg, København 1879 Danmark",4.5,4.5,4.5,$$-$$$,2,-5.0,1714
109,Cafe Lindevang,4.5,4.0,"------16,",--$$-$$$,233,"55.67911,12.512431",4500.0,4.5,Dansk,"Sloejfen 6, Frederiksberg, København 2000 Danmark",4.5,4.5,4.0,$$-$$$,2,-4.0,1715
20,Frederiks Have,4.5,3.0,------16107.-536.,--$$$$---,529,"55.679256,12.524991",3712.0,4.5,Dansk,"Smallegade 41, Frederiksberg, København 2000 Danmark",4.5,4.5,4.5,$$$$,3,-3.0,1716
6,Mielcke & Hurtigkarl,4.5,2.0,------161.408.-2.615.,--$$$$---,253,"55.67468,12.530938",3390.0,4.5,Dansk,"Fr.Berg Runddel 1, Frederiksberg, København 2000 Danmark",4.5,4.5,4.5,$$$$,3,-2.0,1717
2,Enomania,4.5,1.0,------16134.-168.,--$$-$$$------,245,"55.670773,12.531963",3431.0,5.0,Europæisk,"Vesterbrogade 187, Frederiksberg, København 1800 Danmark",4.5,5.0,4.5,$$-$$$,2,-1.0,1718
1960,Vi Viet,5.0,1965.0,------1613.-201.,--$$-$$$------,29,"55.644722,12.615",4371.0,4.5,Spisested,"Amagerbrogade 248, København 2300 Danmark",4.5,4.5,,$$-$$$,2,-1965.0,1719
1897,Il Paradiso,5.0,1909.0,------1634.-101.,--$$-$$$---,1 anmeldelse,"55.71129,12.53013",4858.0,,Pizza,"Tomsgaardsvej 81, København 2400 Danmark",,,,$$-$$$,2,-1909.0,1720
1894,Legi Legi,5.0,1901.0,"------16,",---,1 anmeldelse,"55.67753,12.5799",383.0,,Dansk,"Hojbro Plads 15, København Danmark",,,,$$$$$$,99,-1901.0,1721
1887,Cous Cous,5.0,1881.0,"------16,",--$$$$$$,1 anmeldelse,"55.68275,12.57276",780.0,,,"Frederiksborggade 5c, København Danmark",,,,$$$$$$,99,-1881.0,1722
1881,Ost deli,5.0,1879.0,------16,---,1 anmeldelse,"55.66688,12.54686",2757.0,,Delikatesseforretning,"Enghave Plads 7, København Danmark",,,,$$$$$$,99,-1879.0,1723
1847,Café Baggården,5.0,1845.0,"------16,,",---------,1 anmeldelse,"55.69153,12.56056",1961.0,,Dansk,"Nørre Allé 7, København 2200 Danmark",,,,$$$$$$,99,-1845.0,1724
1846,Bedste kaffebar i kbh,5.0,1844.0,,--$$$$$$,1 anmeldelse,"55.67044,12.55786",1962.0,,,"31 Istedgade, København Danmark",,,,$$$$$$,99,-1844.0,1725
1856,New Tokyo Sushi,5.0,1839.0,,--$$$$$$,1 anmeldelse,"55.68473,12.54063",2781.0,,,"Rolighedsvej 10, København 1958 Danmark",,,,$$$$$$,99,-1839.0,1726
1823,Axolotl,5.0,1829.0,,--$$$$$$,1 anmeldelse,"55.67819,12.57524",595.0,,,"Badstuestraede 7 I kaelderen, København 1209 Danmark",,,,$$$$$$,99,-1829.0,1727
1825,Pizzeria Pepe,5.0,1827.0,,--$$$$$$,1 anmeldelse,"55.64973,12.59915",3492.0,,,"Englandsvej 222, Kobenhavn S, 2300, København 2300 Danmark",,,,$$$$$$,99,-1827.0,1728
1824,The Set,5.0,1821.0,,--$$$$$$,1 anmeldelse,"55.70762,12.55136",3699.0,,,"Vermundsgade 40B 3 Sal, København 2100 Danmark",,,,$$$$$$,99,-1821.0,1729
1818,Hermes Antik & Kaffebar,5.0,1808.0,,--$$$$$$,1 anmeldelse,"55.67748,12.53508",3091.0,,,"Gammel Kongevej 167 Frederiksberg, København 1850 Danmark",,,,$$$$$$,99,-1808.0,1730
1807,India,5.0,1805.0,,--$$$$$$,1 anmeldelse,"55.6795,12.59776",852.0,,,"Trangravsvej 14, København 1436 Danmark",,,,$$$$$$,99,-1805.0,1731
1802,Pizza Gallery Ravnsborggade,5.0,1804.0,"------16,",--$$$$$$,1 anmeldelse,"55.68868,12.56233",1678.0,,,"Ravnsborggade 14B, København 2200 Danmark",,,,$$$$$$,99,-1804.0,1732
1773,Bubbles,5.0,1801.0,,--$$$$$$,3,"55.66728,12.53508",3388.0,,,"Ny Carlsberg Vej 100, København 1799 Danmark",,,,$$$$$$,99,-1801.0,1733
1792,Smørrebrødsforretningen,5.0,1795.0,,--$$$$$$,1 anmeldelse,"55.68587,12.58922",727.0,,,"Store Kongensgade 92, København 1264 Danmark",,,,$$$$$$,99,-1795.0,1734
1777,OISHI Sushi,5.0,1794.0,,--$$$$$$,1 anmeldelse,"55.671295,12.544949",2643.0,,,"Vesterbrogade 107b, København 1620 Danmark",,,,$$$$$$,99,-1794.0,1735
1793,Byens Bogcafé,5.0,1793.0,,--$$$$$$,1 anmeldelse,"55.66892,12.55201",2363.0,,,"Istedgade 102, København 1650 Danmark",,,,$$$$$$,99,-1793.0,1736
1789,Café Vand og Brød ApS,5.0,1792.0,------1647.-262.,--$$-$$$---------,1 anmeldelse,"55.666485,12.53942",3183.0,,Café,"Ny Carlsberg Vej 38, København 1760 Danmark",,,,$$-$$$,2,-1792.0,1737
1774,Kaffehytten,5.0,1788.0,,--$$$$$$,1 anmeldelse,"55.71546,12.578817",3960.0,,,"Østerbrogade 246 Kaffehytten, København 2100 Danmark",,,,$$$$$$,99,-1788.0,1738
1798,The Bagel Bite,5.0,1787.0,"------16,,,,",---------,1 anmeldelse,"55.672592,12.556231",1936.0,,Delikatesseforretning,"Vesterbrogade 36, København 1620 Danmark",,,,$$$$$$,99,-1787.0,1739
1771,Tampopo,5.0,1786.0,------16,---,1 anmeldelse,"55.68241,12.57213",803.0,,Japansk,"Rosengården 16, København 1361 Danmark",,,,$$$$$$,99,-1786.0,1740
1779,Monastic,5.0,1784.0,,--$$$$$$,1 anmeldelse,"55.68302,12.5751",663.0,,,"Hauser Plads 32, København Danmark",,,,$$$$$$,99,-1784.0,1741
1790,Cake Châlet,5.0,1777.0,------16,---,1 anmeldelse,"55.667862,12.487126",6233.0,,Café,"Vigerslevvej 56, København 2500 Danmark",,,,$$$$$$,99,-1777.0,1742
1743,CCR Sunde Køkken,5.0,1773.0,------1634.-87.,--$---------,1 anmeldelse,"55.715153,12.577248",3936.0,,Europæisk,"Østerbrogade 163, København 2100 Danmark",,,,$,1,-1773.0,1743
1756,Ciderbar,5.0,1772.0,------1640.-188.,--$$-$$$---,1 anmeldelse,"55.67868,12.569232",949.0,,Fransk,"Larsbjørnsstræde 20, København 1457 Danmark",,,,$$-$$$,2,-1772.0,1744
1750,Nye Tider,5.0,1770.0,"------16,",---,1 anmeldelse,"55.6898,12.57321",1291.0,,Dansk,"Soelvgade 91, Kl, Th, København 1307 Danmark",,,,$$$$$$,99,-1770.0,1745
1755,Piccola Cosi,5.0,1766.0,------1620.-27.,--$---,1 anmeldelse,"55.66176,12.60363",2364.0,,Italiensk,"Amagerbrogade 61, Strada , 3, København 2300 Danmark",,,,$,1,-1766.0,1746
1749,Coffee Licious,5.0,1765.0,------16,---,1 anmeldelse,"55.68289,12.535569",3065.0,,Café,"Falkoner Allé 33, København 2000 Danmark",,,,$$$$$$,99,-1765.0,1747
1764,The Bagel CO,5.0,1763.0,,--$$$$$$,1 anmeldelse,"55.67885,12.57786",416.0,,,"Niels Hemmingsens Gade 1, København 1153 Danmark",,,,$$$$$$,99,-1763.0,1748
1754,Lins Sushi,5.0,1761.0,,--$$$$$$,1 anmeldelse,"55.70551,12.576683",2878.0,,,"Østerfælled Torv 2, København 2100 Danmark",,,,$$$$$$,99,-1761.0,1749
1765,Gastronomia Italiana,5.0,1758.0,"------16,",--$$$$$$,1 anmeldelse,"55.70222,12.583",2474.0,,,"Nordre Frihavnsgade 54, København 2100 Danmark",,,,$$$$$$,99,-1758.0,1750
1748,Veneto Pizza,5.0,1753.0,------1654.-80.,--$$-$$$---,1 anmeldelse,"55.669487,12.545095",2715.0,,Italiensk,"Sundevedsgade 38, København 1751 Danmark",,,,$$-$$$,2,-1753.0,1751
1760,Lagkagehuset,5.0,1752.0,,--$$$$$$,1 anmeldelse,"55.66388,12.53632",3495.0,,,"Tapperitorvet 26, København 1799 Danmark",,,,$$$$$$,99,-1752.0,1752
1746,CC Restaurant Sushi & Wok,5.0,1751.0,,--$$$$$$,1 anmeldelse,"55.68512,12.5529",2043.0,,,"Aaboulevard 48, København 2200 Danmark",,,,$$$$$$,99,-1751.0,1753
1757,The Rusty Jiggar,5.0,1748.0,"------16,,",--$$$$$$,1 anmeldelse,"55.66317,12.542278",3225.0,,Bar,"Ingerslevsgade 200, København 1705 Danmark",,,,$$$$$$,99,-1748.0,1754
1759,Street Polenta,5.0,1745.0,,--$$$$$$,1 anmeldelse,"55.69344,12.60804",2116.0,,,"Refshalevej 169, København 1432 Danmark",,,,$$$$$$,99,-1745.0,1755
1767,Underwood Ink,5.0,1744.0,"------16,",---,1 anmeldelse,"55.692062,12.567244",1713.0,,Dansk,"Ryesgade 30 B., St. Th, København 2200 Danmark",,,,$$$$$$,99,-1744.0,1756
1720,Sala Thai Mad,5.0,1739.0,------1647.-87.,--$$-$$$---,1 anmeldelse,"55.697067,12.525855",4121.0,,Thai,"Borup Allé 178, København 2400 Danmark",,,,$$-$$$,2,-1739.0,1757
1723,Indian Tandoor Restaurant,5.0,1734.0,,--$$$$$$,1 anmeldelse,"55.67141,12.54446",2667.0,,,"Vesterbrogade 114, København 1620 Danmark",,,,$$$$$$,99,-1734.0,1758
1714,Uden Ben,5.0,1732.0,,--$$$$$$,1 anmeldelse,"55.66762,12.54848",2627.0,,,"Istedgade 109, København 1650 Danmark",,,,$$$$$$,99,-1732.0,1759
1718,Den okologiske poles and,5.0,1731.0,,--$$$$$$,2,"55.67502,12.580593",596.0,,,"Kobamergade, København Danmark",,,,$$$$$$,99,-1731.0,1760
1726,Grand Teatret,5.0,1729.0,"------16,,",---,1 anmeldelse,"55.67647,12.570988",915.0,,Café,"Mikkel Bryggers Gade 8, København 1460 Danmark",,,,$$$$$$,99,-1729.0,1761
1715,RaJuize,5.0,1728.0,,--$$$$$$,1 anmeldelse,"55.67365,12.55942",1705.0,,,"Sankt Jorgens Alle 4, København 1615 Danmark",,,,$$$$$$,99,-1728.0,1762
1712,Wok Inside,5.0,1727.0,------1680.-302.,--$$-$$$---------,1 anmeldelse,"55.6709,12.54346",2746.0,,Asiatisk,"Vesterbrogade 115, København 1620 Danmark",,,,$$-$$$,2,-1727.0,1763
1713,Kosmos K,5.0,1725.0,------1620.-127.,--$$-$$$---,1 anmeldelse,"55.678814,12.567772",1037.0,,International,"Sankt Peders Stræde 43 Kld Tv, København 1453 Danmark",,,,$$-$$$,2,-1725.0,1764
1733,Limdim,5.0,1724.0,------16,---,1 anmeldelse,"55.666622,12.503759",5257.0,,Thai,"1 Dronning Dagmars Allé, København Danmark",,,,$$$$$$,99,-1724.0,1765
1739,Oishi Sushi,5.0,1723.0,,--$$$$$$,1 anmeldelse,"55.66518,12.59945",1903.0,,,"Amagerbrogade 28, København 2300 Danmark",,,,$$$$$$,99,-1723.0,1766
1737,Minas Kaffebar,5.0,1720.0,"------16,,",--$$$$$$,1 anmeldelse,"55.69404,12.54959",2674.0,,,"Noerrebrogade 118, København 2200 Danmark",,,,$$$$$$,99,-1720.0,1767
1732,Yokoso Sushi,5.0,1719.0,,--$$$$$$,1 anmeldelse,"55.6967,12.58112",1869.0,,,"Classensgade 7, København 2100 Danmark",,,,$$$$$$,99,-1719.0,1768
1736,Boheme Kaffebar,5.0,1718.0,------16,---,1 anmeldelse,"55.66459,12.60459",2136.0,,Café,"Holmbladsgade 22, København 2300 Danmark",,,,$$$$$$,99,-1718.0,1769
1719,Tomasito - Cozy Coffee,5.0,1717.0,------16,---,1 anmeldelse,"55.70585,12.5782",2901.0,,Café,"Aarhusgade 4, København 2100 Danmark",,,,$$$$$$,99,-1717.0,1770
1729,Cafe Lille Peter V.Sild - Per Krog,5.0,1714.0,"------16,",---,1 anmeldelse,"55.69575,12.54389",3075.0,,Dansk,"Stefansgade 14, København 2400 Danmark",,,,$$$$$$,99,-1714.0,1771
1717,VACA - Trianglen,5.0,1713.0,------16,--$---,1 anmeldelse,"55.699512,12.576757",2222.0,,Mexicansk,"Trianglen 4, København 2100 Danmark",,,,$,1,-1713.0,1772
1687,LeLe Street Kitchen,5.0,1711.0,"------16,",--$$$$$$,1 anmeldelse,"55.66022,12.63293",3764.0,,,"Amager Strandvej 112, København 2300 Danmark",,,,$$$$$$,99,-1711.0,1773
1708,Shawarma Huset,5.0,1710.0,"------16,",--$$$$$$,1 anmeldelse,"55.68189,12.58416",213.0,,,"Gothersgade 12, København 1123 Danmark",,,,$$$$$$,99,-1710.0,1774
1695,Ismejeriet Tivoli,5.0,1709.0,------16,---,1 anmeldelse,"55.673683,12.568147",1225.0,,Café,"Tivoli, København Danmark",,,,$$$$$$,99,-1709.0,1775
1705,Vestford Manor,5.0,1708.0,"------16,,,",------------,2,"55.69751,12.5471",3034.0,,Amerikansk,"Gormsgade 12 6.sal, København 2200 Danmark",,,,$$$$$$,99,-1708.0,1776
1685,Baggard 27,5.0,1707.0,------1647.-302.,--$$-$$$---,1 anmeldelse,"55.67538,12.5728",878.0,,Grill,"Løngangstræde 27 First Hotel Twentyseven, København 1468 Danmark",,,,$$-$$$,2,-1707.0,1777
1688,Wai Mai,5.0,1705.0,------16,---,2,"55.652164,12.534903",4373.0,,Asiatisk,"P. Knudsens Gade 29, København 2450 Danmark",,,,$$$$$$,99,-1705.0,1778
1700,Tokyo Sushi,5.0,1704.0,"------16,",------,1 anmeldelse,"55.69098,12.48071",6601.0,,Kinesisk,"Jyllingevej 77, København 2720 Danmark",,,,$$$$$$,99,-1704.0,1779
1684,Kiin Kiin 71 omakase,5.0,1702.0,------16,---,1 anmeldelse,"55.679256,12.593479",588.0,,Asiatisk,"Nyhavn 71, København 1051 Danmark",,,,$$$$$$,99,-1702.0,1780
1701,LETZ SUSHI ISLANDS BRYGGE,5.0,1701.0,------16127.-349.,--$$-$$$---------,1 anmeldelse,"55.66599,12.57656",1627.0,,Asiatisk,"Snorresgade 1, København 2300 Danmark",,,,$$-$$$,2,-1701.0,1781
1690,Woodomi,5.0,1700.0,"------16,",--$$$$$$,1 anmeldelse,"55.68176,12.58458",200.0,,,"Gothersgade 8 Boltens Food Court, København 1264 Danmark",,,,$$$$$$,99,-1700.0,1782
1704,Blaaregn,5.0,1699.0,------16,--$$$$$$,1 anmeldelse,"55.68774,12.54702",2485.0,,,"Jesper Brochmands Gade 9, København 2200 Danmark",,,,$$$$$$,99,-1699.0,1783
1682,Dam Good Goodies,5.0,1697.0,------1627.-302.,--$$-$$$---------,1 anmeldelse,"55.69079,12.56479",1710.0,,Europæisk,"Ryesgade 7, København 2200 Danmark",,,,$$-$$$,2,-1697.0,1784
1689,Katsura Sushi,5.0,1695.0,,--$$$$$$,1 anmeldelse,"55.69435,12.50979",4930.0,,,"Sallingvej 3, København 2720 Danmark",,,,$$$$$$,99,-1695.0,1785
1703,Restaurant Kongen,5.0,1694.0,"------16,",--$$$$$$,1 anmeldelse,"55.67379,12.55408",2009.0,,,"Gammel Kongevej 86A, København 1850 Danmark",,,,$$$$$$,99,-1694.0,1786
1692,Garbanzo,5.0,1693.0,------16,---,1 anmeldelse,"55.68106,12.58041",266.0,,Middelhavsområdet,"Kld Svaertegade 3, København 1118 Danmark",,,,$$$$$$,99,-1693.0,1787
1693,Cafe Badklubben,5.0,1692.0,------1634.-121.,--$$-$$$---,1 anmeldelse,"55.67502,12.59418",834.0,,Dansk,"Wilders Plads 11b, København 1403 Danmark",,,,$$-$$$,2,-1692.0,1788
1702,Blue Raven,5.0,1691.0,"------16,,",--$$$$$$,1 anmeldelse,"55.65836,12.60844",2844.0,,Bar,"Drogdensgade 22, København 2300 Danmark",,,,$$$$$$,99,-1691.0,1789
1686,Asap Food,5.0,1688.0,------16,--$$$$$$,2,"55.66632,12.53934",3196.0,,,"Vesterfaelled Vej 61, København Danmark",,,,$$$$$$,99,-1688.0,1790
1651,Unica,5.0,1656.0,,--$$$$$$,2,"55.66833,12.55685",2148.0,,,"Halmtorvet 27, København 1700 Danmark",,,,$$$$$$,99,-1656.0,1791
1633,Tacos Chilangos,5.0,1645.0,------16,---,2,"55.68106,12.58041",266.0,,Mexicansk,"Svaertegade 3, København 1118 Danmark",,,,$$$$$$,99,-1645.0,1792
1624,Sawaddee,5.0,1644.0,,--$$$$$$,2,"55.66029,12.61349",2858.0,,,"Oeresundsvej 48, København 2300 Danmark",,,,$$$$$$,99,-1644.0,1793
1645,Pizza Palads,5.0,1629.0,------16,---,2,"55.68183,12.55437",1881.0,,Pizza,"Rosenorns Alle 36, København Danmark",,,,$$$$$$,99,-1629.0,1794
1609,Min nye kaffebar,5.0,1621.0,,--$$$$$$,2,"55.66646,12.54597",2829.0,,,"Haderslevgade 24, København 1671 Danmark",,,,$$$$$$,99,-1621.0,1795
1608,Juicy - Nørregade 53,5.0,1612.0,,--$$$$$$,2,"55.68225,12.57078",878.0,,,"Nørregade 53 53, København 1165 Danmark",,,,$$$$$$,99,-1612.0,1796
1598,Pandekagehuset Norrebro,5.0,1611.0,"------16,",--$$$$$$,2,"55.69304,12.55107",2534.0,,,"Noerrebrogade 102, København 2200 Danmark",,,,$$$$$$,99,-1611.0,1797
1596,Bike and Bake,5.0,1608.0,"------16,",------,2,"55.69763,12.54303",3242.0,,Italiensk,"Hillerødgade 25A, 4tv, København 2200 Danmark",,,,$$$$$$,99,-1608.0,1798
1600,Badstuen,5.0,1601.0,"------16,,",--$$-$$$,10,"55.67819,12.57524",595.0,5.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Badstuestraede 7, København 1209 Danmark",5.0,5.0,,$$-$$$,2,-1601.0,1799
1589,Bar rouge københavn,5.0,1592.0,------1634.-282.,--$$-$$$,6,"55.681183,12.584062",134.0,,Bar,"Ny Adelgade 3, København 1103 Danmark",,,,$$-$$$,2,-1592.0,1800
1566,Shakes and Cakes,5.0,1580.0,,--$$$$$$,2,"55.705875,12.578157",2904.0,,,"Århusgade 4, København 2100 Danmark",,,,$$$$$$,99,-1580.0,1801
1579,Koi Sushi,5.0,1571.0,"------16,",------,3,"55.69247,12.56163",1982.0,,Japansk,"Noerre Alle 13, St., Tv, København 2200 Danmark",,,,$$$$$$,99,-1571.0,1802
1544,Leonard's,5.0,1561.0,,--$$$$$$,2,"55.72833,12.52395",6569.0,,,"Soeborg Hovedgade 7, København 2870 Danmark",,,,$$$$$$,99,-1561.0,1803
1530,Tove Smorrebrod,5.0,1560.0,,--$$$$$$,2,"55.70397,12.55719",3159.0,,,"Lersoe Parkalle 15, København 2100 Danmark",,,,$$$$$$,99,-1560.0,1804
1547,Dinewithus,5.0,1549.0,"------16,",--$$$$---,3,"55.67545,12.54097",2756.0,,Dansk,"Madvigs Allé 9, København 1829 Danmark",,,,$$$$,3,-1549.0,1805
1551,Funder,5.0,1547.0,"------16,",--$$$$$$,2,"55.6752,12.531563",3342.0,,,"Frederiksberg Runddel 3A, København 2000 Danmark",,,,$$$$$$,99,-1547.0,1806
1538,Bageren I Nansensgade,5.0,1540.0,,--$$$$$$,2,"55.68361,12.56546",1242.0,,,"Nansensgade 64, København Danmark",,,,$$$$$$,99,-1540.0,1807
1553,LETZ SUSHI VALBY,5.0,1538.0,------1674.-302.,--$$-$$$---------,2,"55.6664,12.515385",4571.0,,Fisk og skaldyr,"Valby Langgade 61/63, København 2500 Danmark",,,,$$-$$$,2,-1538.0,1808
1536,The Grid,5.0,1534.0,------16,--$$-$$$,2,"55.678726,12.567445",1059.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Pub</div>","Sankt Peders Stræde 45 kl, København 1453 Danmark",,,,$$-$$$,2,-1534.0,1809
1507,LETZ SUSHI AMAGER,5.0,1533.0,------1674.-302.,--$$-$$$---------,2,"55.656647,12.608958",3024.0,,Fisk og skaldyr,"Amagerbrogade 142, København 2300 Danmark",,,,$$-$$$,2,-1533.0,1810
1519,Cafe World,5.0,1531.0,,--$$$$$$,4,"55.67859,12.59017",405.0,,,"Holbergsgarde 19, København Danmark",,,,$$$$$$,99,-1531.0,1811
1508,Juice'It,5.0,1529.0,"------16,",--$------,2,"55.68131,12.574597",619.0,,Café,"Krystalgade 4, København 1172 Danmark",,,,$,1,-1529.0,1812
1525,Cafe Tilda,5.0,1525.0,"------16,",--$$$$$$,2,"55.69269,12.54136",3034.0,,,"Stefansgade 47, København 2200 Danmark",,,,$$$$$$,99,-1525.0,1813
1518,Blagards Kebab,5.0,1517.0,------16,---,4,"55.69082,12.5612",1879.0,,Pizza,"Blaagaardsgade 31, St., Th, København 2200 Danmark",,,,$$$$$$,99,-1517.0,1814
1506,Limar,5.0,1515.0,"------16,",------,2,"55.69693,12.54518",3087.0,,Libanesisk,"Noerrebrogade 180, København 2200 Danmark",,,,$$$$$$,99,-1515.0,1815
1520,OliOli,5.0,1513.0,------1613.-127.,--$$-$$$---------,2,"55.68512,12.567421",1197.0,,Asiatisk,"Frederiksborggade 31, København 1360 Danmark",,,,$$-$$$,2,-1513.0,1816
1521,Tapa del Toro,5.0,1511.0,------16,---,2,"55.683968,12.569324",1032.0,,Spansk,"Frederiksborggade 21 Torvehallerne, København 1362 Danmark",,,,$$$$$$,99,-1511.0,1817
1523,Mattsson Nielsen,5.0,1509.0,------1660.-121.,--$$-$$$---------,2,"55.66233,12.562412",2391.0,,Delikatesseforretning,"Kalvebod Brygge 59 Fisketorvet, København 1560 Danmark",,,,$$-$$$,2,-1509.0,1818
1515,Hanegal,5.0,1508.0,,--$$$$$$,2,"55.68133,12.57577",549.0,,,"Koebmagergade 52A, København 1150 Danmark",,,,$$$$$$,99,-1508.0,1819
1493,Pompette,5.0,1504.0,------16,--$$$$$$,2,"55.69057,12.55537",2157.0,,Vinstue,"Moellegade 3, København 2200 Danmark",,,,$$$$$$,99,-1504.0,1820
1495,Cafe Slusen,5.0,1503.0,"------16,,",------,2,"55.64265,12.552721",4596.0,,Dansk,"Sluseholmen 34, København 2300 Danmark",,,,$$$$$$,99,-1503.0,1821
1471,Snack & Blues,5.0,1501.0,------16,---,2,"55.69095,12.55935",1978.0,,Amerikansk,"Guldbergsgade 7A, København 2200 Danmark",,,,$$$$$$,99,-1501.0,1822
1492,Aosta Pizza,5.0,1499.0,"------16,",------,2,"55.69261,12.54127",3035.0,,Italiensk,"Stefansgade 49, København 2200 Danmark",,,,$$$$$$,99,-1499.0,1823
1483,Isværket,5.0,1478.0,"------16,",--$$$$$$,4,"55.69596,12.54473",3046.0,,,"Stefansgade 11, København 2200 Danmark",,,,$$$$$$,99,-1478.0,1824
1474,Cafe 1620,5.0,1475.0,,--$$$$$$,4,"55.67268,12.55351",2088.0,,,"Vesterbrogade 58, København Danmark",,,,$$$$$$,99,-1475.0,1825
1460,Kod & Bajer,5.0,1466.0,------1627.-40.,--$---,3,"55.67166,12.5466",2532.0,,Dansk,"Vesterbrogade 97, København 1620 Danmark",,,,$,1,-1466.0,1826
1454,Chela Empanadas Aps,5.0,1462.0,------1647.-87.,--$$-$$$---------,3,"55.66077,12.61272",2786.0,,Argentinsk,"Moldaugade 4 ST TH, København 2300 Danmark",,,,$$-$$$,2,-1462.0,1827
1464,Enghave smørrebrød,5.0,1461.0,"------16,",---,3,"55.666946,12.547689",2709.0,,Dansk,"Enghave Plads 3, København 1670 Danmark",,,,$$$$$$,99,-1461.0,1828
1428,The Lab Kitchen,5.0,1441.0,"------16,",--$$$$$$,3,"55.70782,12.55186",3700.0,,,"Vermundsgade 40A 1st Floor, København 2100 Danmark",,,,$$$$$$,99,-1441.0,1829
1416,"Dispensary, Whisk(e)y & Beer",5.0,1438.0,------1634.-1.998.,--$$$$,3,"55.704254,12.502235",5803.0,,Bar,"Nørrebrogade 184, København 2200 Danmark",,,,$$$$,3,-1438.0,1830
1420,Mad Synergi,5.0,1436.0,------16,---,5,"55.67307,12.55",2277.0,,Café,"Værnedamsvej 4A, København Danmark",,,,$$$$$$,99,-1436.0,1831
1410,Zahren Gourmet,5.0,1434.0,------16,---,5,"55.68532,12.58837",649.0,,Delikatesseforretning,"Store Kongensgade 77, København Danmark",,,,$$$$$$,99,-1434.0,1832
1429,The Reception,5.0,1428.0,------16,---,3,"56.14588,10.194356",157676.0,,Café,"Dannebrogsgade 8, København 1660 Danmark",,,,$$$$$$,99,-1428.0,1833
1412,KaffeBroen,5.0,1426.0,,--$$$$$$,4,"55.69508,12.54782",2831.0,,,"Noerrebrogade 161, København 2200 Danmark",,,,$$$$$$,99,-1426.0,1834
1418,Crepe'tastic,5.0,1425.0,------1627.-47.,--$---,3,"55.682346,12.574495",662.0,,Fransk,"Kultorvet, København 1175 Danmark",,,,$,1,-1425.0,1835
1439,Formaggio Pizza,5.0,1421.0,,--$$$$$$,3,"55.64514,12.51749",5701.0,,,"Hammelstrupvej 4-6, København 2450 Danmark",,,,$$$$$$,99,-1421.0,1836
